currentid   ICAO_type
C-GDGG      RV7             
C-GDGI      ULAC            
C-GDGJ      C185            
C-GDGL      P28B            
C-GDGM      BE35            
C-GDGN      S22T            
C-GDGR      M20P            
C-GDGS      P28A            
C-GDGU      BE35            
C-GDGV      C150            
C-GDGW      C180            
C-GDGX      M5              
C-GDHA      C414            
C-GDHB      M6              
C-GDHJ      BD4             
C-GDHL      VP2             
C-GDHO      C172            
C-GDHP      SAKO            
C-GDHR      C172            
C-GDHV      C150            
C-GDHX      C172            
C-GDHY      AR11            
C-GDHZ      C180            
C-GDIA      PEGZ            
C-GDIB      DV20            
C-GDIC      C402            
C-GDID      RBEL            
C-GDIG      PA30            
C-GDIH      C72R            
C-GDII      LNC2            
C-GDIM      C182            
C-GDIN      RBEL            
C-GDIO      S22T            
C-GDIP      C185            
C-GDIR      C185            
C-GDIS      ZZZZ            
C-GDIT      CAD2            
C-GDIV      S108            
C-GDIX      P28A            
C-GDIY      C177            
C-GDJB      C185            
C-GDJC      J3              
C-GDJD      RBEL            
C-GDJE      RV10            
C-GDJF      VTUR            
C-GDJI      J3              
C-GDJJ      C172            
C-GDJK      RBEL            
C-GDJL      SR22            
C-GDJM      BOLT            
C-GDJO      C172            
C-GDJP      C172            
C-GDJQ      JANU            
C-GDJR      PA31            
C-GDJT      DHC1            
C-GDJU      RBEL            
C-GDJV      CH25            
C-GDJX      BOLT            
C-GDJY      C172            
C-GDKB      AR15            
C-GDKC      C72R            
C-GDKF      RV6             
C-GDKG      J3              
C-GDKH      AVID            
C-GDKI      HUSK            
C-GDKJ      P28A            
C-GDKK      AC11            
C-GDKL      C185            
C-GDKO      AT3T            
C-GDKP      C82S            
C-GDKQ      P28A            
C-GDKS      M20T            
C-GDKT      ULAC            
C-GDKU      AT3T            
C-GDKV      DV1             
C-GDKX      C172            
C-GDKZ      C82R            
C-GDLB      CH20            
C-GDLF      P28A            
C-GDLH      P28B            
C-GDLI      PA31            
C-GDLJ      C172            
C-GDLK      RV14            
C-GDLM      PA38            
C-GDLN      C210            
C-GDLP      BL8             
C-GDLQ      PA22            
C-GDLR      DA40            
C-GDLT      UT66            
C-GDLU      ALBU            
C-GDLV      UT66            
C-GDLW      C206            
C-GDLX      BE33            
C-GDMA      C150            
C-GDMC      AR11            
C-GDMD      C421            
C-GDMF      RV6             
C-GDMG      PA18            
C-GDMH      RV10            
C-GDMJ      BT36            
C-GDMK      C172            
C-GDML      UT66            
C-GDMN      C172            
C-GDMR      GLID            
C-GDMS      T210            
C-GDMT      PA34            
C-GDMV      LGEZ            
C-GDMW      M20P            
C-GDMX      SR22            
C-GDMZ      M6              
C-GDNA      C172            
C-GDNC      PA44            
C-GDND      PA12            
C-GDNE      C150            
C-GDNF      FOX             
C-GDNG      C175            
C-GDNH      C177            
C-GDNI      C172            
C-GDNJ      C140            
C-GDNK      DHC1            
C-GDNL      C172            
C-GDNM      C177            
C-GDNN      C172            
C-GDNO      C185            
C-GDNP      C185            
C-GDNR      PA22            
C-GDNS      C172            
C-GDNT      C172            
C-GDNU      P28A            
C-GDNW      P28A            
C-GDNY      P28A            
C-GDOA      BALL            
C-GDOD      PELI            
C-GDOH      PA14            
C-GDOI      SRAI            
C-GDOJ      C72R            
C-GDOK      W201            
C-GDOL      BL8             
C-GDOM      ULAC            
C-GDON      C172            
C-GDOQ      MR35            
C-GDOR      BL17            
C-GDOS      CH60            
C-GDOV      SR20            
C-GDOW      LGEZ            
C-GDOY      C172            
C-GDOZ      BALL            
C-GDPC      C340            
C-GDPJ      GLID            
C-GDPK      PELI            
C-GDPL      SVNH            
C-GDPN      PA38            
C-GDPO      ULAC            
C-GDPP      PA12            
C-GDPR      ZZZZ            
C-GDPT      RBEL            
C-GDPU      KR2             
C-GDPV      PTS1            
C-GDPW      S22T            
C-GDPX      P28A            
C-GDPY      PA34            
C-GDPZ      C172            
C-GDQA      PA18            
C-GDQB      P28A            
C-GDQC      C180            
C-GDQF      C150            
C-GDQG      C172            
C-GDQI      C182            
C-GDQJ      C185            
C-GDQK      CH7B            
C-GDQL      NAVI            
C-GDQM      C340            
C-GDQN      BALL            
C-GDQO      P28A            
C-GDQP      BALL            
C-GDQQ      CH7A            
C-GDQS      CH60            
C-GDQT      P28A            
C-GDQU      C337            
C-GDQV      C172            
C-GDQW      C172            
C-GDQX      PEGZ            
C-GDQZ      C180            
C-GDRB      CH7A            
C-GDRE      BE35            
C-GDRF      AT3P            
C-GDRG      C170            
C-GDRJ      RV9             
C-GDRK      EAGL            
C-GDRM      C206            
C-GDRN      M20P            
C-GDRO      PELI            
C-GDRR      SNS7            
C-GDRS      BL8             
C-GDRT      C180            
C-GDRV      RV6             
C-GDRW      PA18            
C-GDRX      RV10            
C-GDRY      C82T            
C-GDRZ      C150            
C-GDSA      DSA1            
C-GDSB      COZY            
C-GDSC      PA38            
C-GDSD      C172            
C-GDSE      C177            
C-GDSF      ZZZZ            
C-GDSI      C72R            
C-GDSJ      C182            
C-GDSK      DISC            
C-GDSL      C172            
C-GDSM      PA32            
C-GDSN      GLID            
C-GDSP      SR22            
C-GDSR      HUSK            
C-GDST      PA31            
C-GDSV      BALL            
C-GDSW      C172            
C-GDSY      PA30            
C-GDSZ      TOBA            
C-GDTC      RV6             
C-GDTF      RV6             
C-GDTG      P28S            
C-GDTH      C150            
C-GDTI      C150            
C-GDTJ      C172            
C-GDTN      BE17            
C-GDTP      C172            
C-GDTT      P28A            
C-GDTU      P28A            
C-GDTV      PA27            
C-GDTW      BALL            
C-GDTX      C182            
C-GDTY      AR11            
C-GDTZ      PA22            
C-GDUB      BALL            
C-GDUC      ZZZZ            
C-GDUE      BALL            
C-GDUG      C172            
C-GDUH      BL8             
C-GDUO      DUOD            
C-GDUQ      GLID            
C-GDUR      BE36            
C-GDUS      SS2T            
C-GDUU      C172            
C-GDUY      BALL            
C-GDVA      NAVI            
C-GDVB      C180            
C-GDVC      RV10            
C-GDVD      BE58            
C-GDVE      CP30            
C-GDVF      KFAS            
C-GDVG      SR22            
C-GDVH      C172            
C-GDVJ      PA18            
C-GDVK      BD4             
C-GDVL      M20T            
C-GDVM      GLST            
C-GDVN      C182            
C-GDVP      P28A            
C-GDVQ      P28A            
C-GDVR      P28A            
C-GDVS      P28A            
C-GDVT      P28A            
C-GDVU      CH7B            
C-GDVV      C206            
C-GDVX      BL8             
C-GDVY      BL8             
C-GDVZ      PA30            
C-GDWA      P32T            
C-GDWB      C206            
C-GDWE      C206            
C-GDWG      C172            
C-GDWH      GLST            
C-GDWK      ZZZZ            
C-GDWL      BU31            
C-GDWN      C182            
C-GDWO      FBA2            
C-GDWQ      FBA2            
C-GDWR      D11             
C-GDWW      CH10            
C-GDWX      SV4             
C-GDWY      C152            
C-GDWZ      RV6             
C-GDXA      C182            
C-GDXC      RV6             
C-GDXD      C150            
C-GDXE      C172            
C-GDXF      C172            
C-GDXG      C180            
C-GDXH      C185            
C-GDXI      PA32            
C-GDXJ      D9              
C-GDXK      BALL            
C-GDXL      P28A            
C-GDXM      C175            
C-GDXO      C77R            
C-GDXP      AT5T            
C-GDXQ      P28A            
C-GDXR      GLID            
C-GDXS      ERCO            
C-GDXT      PK20            
C-GDXX      GLID            
C-GDXZ      P28A            
C-GDYA      AT3T            
C-GDYB      P28A            
C-GDYC      AT3T            
C-GDYE      P28A            
C-GDYF      BALL            
C-GDYG      G164            
C-GDYH      GLAS            
C-GDYI      PA25            
C-GDYJ      GLID            
C-GDYK      PA34            
C-GDYL      RV7             
C-GDYM      KIS4            
C-GDYN      P28A            
C-GDYO      P28A            
C-GDYP      C150            
C-GDYQ      C185            
C-GDYR      C185            
C-GDYS      SA7             
C-GDYU      PA22            
C-GDYV      J3              
C-GDYW      BE23            
C-GDYX      TNDR            
C-GDYY      BE35            
C-GDZA      C172            
C-GDZB      P28A            
C-GDZC      TS1J            
C-GDZF      GLID            
C-GDZL      RBEL            
C-GDZM      G164            
C-GDZN      C150            
C-GDZO      CH7A            
C-GDZP      M20P            
C-GDZQ      C172            
C-GDZR      P28A            
C-GDZS      P28A            
C-GDZT      P28R            
C-GDZU      PA25            
C-GDZV      FOX             
C-GDZW      P28A            
C-GDZX      PTMS            
C-GDZZ      CH70            
C-GEAA      PA31            
C-GEAB      AA5             
C-GEAE      C180            
C-GEAH      P28A            
C-GEAL      P28S            
C-GEAM      M20P            
C-GEAN      PA15            
C-GEAR      M20P            
C-GEAU      RV4             
C-GEAW      FOX             
C-GEAY      PA22            
C-GEBB      C172            
C-GEBC      M5              
C-GEBD      C172            
C-GEBF      C172            
C-GEBG      P28A            
C-GEBH      C206            
C-GEBI      PA25            
C-GEBK      C172            
C-GEBM      SR22            
C-GEBP      C172            
C-GEBQ      C172            
C-GEBR      C172            
C-GEBS      C172            
