currentid   ICAO_type
N71NX       PC12            
N71PW       PC12            
N71RD       P46T            
N71RS       M600            
N71SC       C208            
N71TG       EPIC            
N71TP       PC12            
N71VS       PC12            
N71VT       BE20            
N71WB       BE9L            
N71WJ       TBM7            
N72         BE30            
N72AZ       PC12            
N72CB       P46T            
N72FE       B350            
N72GL       BE9L            
N72HT       BE20            
N72J        U21             
N72JJ       PAY1            
N72KA       C208            
N72L        U21             
N72LG       M600            
N72NG       B350            
N72RG       C208            
N72RW       B350            
N72SE       PC12            
N72TG       BE9L            
N72WY       P46T            
N73         BE30            
N73AC       TBM9            
N73BG       PAY1            
N73DW       C425            
N73EM       KODI            
N73LH       C208            
N73MC       BE9L            
N73PG       BE9L            
N73PH       BE9L            
N73RF       C208            
N73SJ       PC12            
N73VK       P46T            
N73WC       B350            
N74AW       BE20            
N74EF       AC90            
N74GA       BE20            
N74JV       BE10            
N74KS       B350            
N74MA       TBM8            
N74NG       B350            
N74RA       BE20            
N74RF       C425            
N74TF       B350            
N75         BE30            
N75AW       PAY3            
N75BS       TBM9            
N75BT       TBM7            
N75G        U21             
N75GM       C208            
N75GY       B260            
N75LV       BE20            
N75LW       BE9L            
N75MA       TBM9            
N75N        U21             
N75ND       PC12            
N75NG       PC12            
N75PG       BE9L            
N75RS       BE9L            
N75U        AC90            
N75V        U21             
N75WH       PC12            
N75Z        U21             
N76         BE30            
N76AZ       C208            
N76EC       AC90            
N76FA       B350            
N76KJ       P46T            
N76KQ       KODI            
N76LA       KODI            
N76MG       P46T            
N76PM       B350            
N76Q        U21             
N76SJ       C425            
N76WA       AC90            
N77         BE30            
N77BT       P46T            
N77CA       BE20            
N77CE       BE9L            
N77DQ       PC6T            
N77EA       PC12            
N77HD       BE20            
N77HE       BE9L            
N77HS       AC90            
N77JJ       C208            
N77LG       TBM7            
N77NB       BE9L            
N77NF       C208            
N77NG       B350            
N77NL       PAY1            
N77PF       BE10            
N77PV       BE9T            
N77RE       BE20            
N77RZ       C208            
N77SD       PC12            
N77TG       B350            
N77VF       P46T            
N77WC       B350            
N77WF       BE9L            
N77WM       BE9L            
N77ZA       PC12            
N77ZE       PC12            
N78         BE30            
N78BA       BE9L            
N78BQ       EPIC            
N78D        U21             
N78DA       BE10            
N78NA       AC90            
N78PG       PC12            
N78PK       MU2             
N78Q        PC12            
N78QR       BE9L            
N78SA       C208            
N78SV       BE9L            
N78TT       AC90            
N78WD       MU2             
N78WF       M600            
N79         BE30            
N79BE       AC90            
N79CN       P180            
N79CS       PC12            
N79DM       BE20            
N79EC       BE9T            
N79EF       BE20            
N79LG       M600            
N79NG       PC12            
N79PH       AC95            
N79RR       KODI            
N79TE       BE30            
N79W        U21             
N79WE       EPIC            
N80         BE30            
N80B        PC12            
N80BT       BE9L            
N80BZ       BE30            
N80CP       BE20            
N80FY       M700            
N80JF       C208            
N80KL       C208            
N80KM       BN2P            
N80LH       PC6T            
N80MA       PAY1            
N80PH       AC90            
N80PM       C425            
N80R        U21             
N80RA       TBM9            
N80RD       C208            
N80WM       BE20            
N80Y        U21             
N81         BE30            
N81BL       P46T            
N81DW       PC12            
N81ET       BE20            
N81HP       BE9L            
N81KF       TBM8            
N81KQ       KODI            
N81MJ       TBM7            
N81MS       PAY1            
N81MW       PC12            
N81NG       PC12            
N81PA       B350            
N81PN       C441            
N81RC       M600            
N81SU       BE9L            
N81TF       BE20            
N81TL       BE20            
N81YY       TBM9            
N82AF       MU2             
N82BC       BE9L            
N82CD       TBM9            
N82CX       EPIC            
N82HF       PC12            
N82HK       KODI            
N82MA       TBM9            
N82NG       PC12            
N82NX       M600            
N82PG       PAY3            
N82RF       C208            
N82SB       PC12            
N82TM       C441            
N82WC       MU2             
N82XL       PAY2            
N82XP       BE9L            
N83         BE30            
N83A        C441            
N83AJ       PC12            
N83CA       PAY2            
N83CH       C425            
N83DM       C425            
N83FE       BE9L            
N83FT       BE20            
N83GT       P46T            
N83KA       BE20            
N83KB       B350            
N83KE       B350            
N83LT       M600            
N83MG       PAY1            
N83MP       BE20            
N83PW       BE20            
N83QD       BE9L            
N83RW       BE9L            
N83TC       BE9L            
N83WA       PC12            
N83WE       BE9L            
N84         BE30            
